Start_date,End_date,gridload_,Gridload_hydrops,Hydropumpedstorage_,Residualload_,Biomass_,Hydropower_,Wind_offshore_,Wind_onshore_,Photovoltaics_,Other_renewable_,Nuclear_,Lignite_,Hard_coal_,Fossil_gas_,Hydro_pumped_storage_,Other_conventional_
1-Sep-20,2-Sep-20,1342557,1371834,29277,1125267,103359,56158,17024,69639,130627,4120,189973,314710,182621,212795,28317,33765
2-Sep-20,3-Sep-20,1348501,1381791,33290,1119710,103971,57349,15242,41255,172294,4261,190328,323727,175644,209403,31080,32163
3-Sep-20,4-Sep-20,1360908,1388889,27981,881923,103984,55627,84862,237365,156758,4204,189588,303394,115384,194980,25989,32048
4-Sep-20,5-Sep-20,1331548,1366801,35253,870831,104016,55351,77673,227138,155906,3949,188241,278066,91944,184787,35907,31857
5-Sep-20,6-Sep-20,1129571,1156867,27296,724030,104806,48692,108132,174547,122862,4156,188525,254518,72064,98578,21980,33273
6-Sep-20,7-Sep-20,1045540,1078217,32677,715186,104600,45454,46415,134990,148949,3942,189868,224967,73439,108607,26432,33136
7-Sep-20,8-Sep-20,1309754,1340461,30707,994532,104219,51489,55616,77490,182116,4107,190130,283147,128953,176748,21777,33149
8-Sep-20,9-Sep-20,1387143,1424797,37653,842956,103134,51746,81643,286807,175737,4072,189566,263180,113922,165847,32344,31890
9-Sep-20,10-Sep-20,1396162,1433075,36913,867995,104248,51981,122455,232561,173151,3892,188590,289940,107329,185556,28583,32643
10-Sep-20,11-Sep-20,1373264,1405152,31888,1057679,105553,52043,42984,109219,163383,4032,189530,303493,187569,210845,29007,34250
11-Sep-20,12-Sep-20,1314975,1348611,33636,1008577,105790,48392,71591,49042,185766,4075,189290,307798,176353,208851,21190,33812
12-Sep-20,13-Sep-20,1155350,1187387,32037,639453,104709,44849,102477,225648,187772,3795,184025,196169,71401,127078,25765,32100
13-Sep-20,14-Sep-20,1057888,1096009,38121,583847,103958,42043,109986,166011,198045,3591,182366,179783,59844,116496,21897,31553
14-Sep-20,15-Sep-20,1320813,1349860,29047,1027334,102704,45505,20353,70146,202980,3878,188122,272633,192976,189769,30880,35918
15-Sep-20,16-Sep-20,1370531,1408207,37676,1105974,102553,51519,4707,62874,196977,3817,187707,262607,227371,203732,40486,35781
16-Sep-20,17-Sep-20,1395852,1427574,31722,1013550,103024,45517,72509,146750,163044,3674,186886,258056,210308,191906,22046,33923
17-Sep-20,18-Sep-20,1380337,1410535,30198,895262,104111,42368,59243,252697,173136,3687,187698,256275,157513,179100,24934,34981
18-Sep-20,19-Sep-20,1323934,1365502,41569,863097,105682,39099,27441,228369,205027,3894,189616,269508,108908,178285,23464,36059
19-Sep-20,20-Sep-20,1125446,1154201,28755,676743,105912,35200,53193,201116,194395,4024,161965,222338,56364,166003,23096,36746
20-Sep-20,21-Sep-20,1034292,1063075,28783,667751,105769,33742,23371,144458,198712,3903,158548,227423,68978,156070,21243,36345
21-Sep-20,22-Sep-20,1310829,1339871,29042,1065244,106321,37188,2622,50896,192068,4030,158640,267769,179386,216819,23675,37498
22-Sep-20,23-Sep-20,1356750,1386896,30146,1144521,104692,42781,4179,30108,177943,3901,158018,265774,207692,236576,36505,34465
23-Sep-20,24-Sep-20,1369733,1402248,32515,1035923,105560,43244,67358,145323,121129,3915,157882,264751,165215,228498,27845,33445
24-Sep-20,25-Sep-20,1385458,1428680,43223,735027,104946,41538,120020,398132,132279,4430,155925,217237,85801,178433,37322,36655
25-Sep-20,26-Sep-20,1349913,1388413,38501,960893,107126,44507,67928,256827,64265,4695,155568,232985,97905,193061,28293,35659
26-Sep-20,27-Sep-20,1187908,1221740,33832,783602,107023,48623,63862,304144,36301,4708,160317,189548,36602,130349,18145,35605
27-Sep-20,28-Sep-20,1089909,1124263,34354,774490,101533,47523,83750,135421,96249,4519,159183,210886,49538,124041,25204,35365
28-Sep-20,29-Sep-20,1350870,1384443,33574,1161856,101049,49835,21379,57032,110603,4491,160218,309937,187908,196724,28747,35957
29-Sep-20,30-Sep-20,1387335,1421604,34269,1224238,103344,50347,20500,54647,87951,4478,159727,310527,237148,225338,27535,35881
30-Sep-20,1-Oct-20,1382360,1411179,28819,1161854,103055,48954,59470,45506,115530,4153,159301,321178,245819,208494,29147,36139
1-Oct-20,2-Oct-20,1410453,1444511,34058,954827,103983,49677,129136,209880,116611,4389,159152,303303,135519,221024,38693,36462
2-Oct-20,3-Oct-20,1398156,1429539,31383,860741,104522,45865,87175,349456,100784,4523,158302,263518,89449,179781,25917,36945
3-Oct-20,4-Oct-20,1170652,1209571,38919,514553,103598,50167,144971,431038,80091,4548,157518,135433,36816,100416,32981,35930
4-Oct-20,5-Oct-20,1122756,1168349,45593,435291,103854,46789,120134,439881,127450,4187,148261,115962,34586,91827,30990,34042
5-Oct-20,6-Oct-20,1412910,1449229,36319,829136,105008,50321,138921,370076,74777,4182,158607,245977,75581,193210,26567,36356
6-Oct-20,7-Oct-20,1481011,1521835,40825,799068,104876,48503,103452,513985,64506,4348,158676,271030,80015,166966,30764,36628
7-Oct-20,8-Oct-20,1459869,1496087,36219,899994,104786,51224,91918,395196,72761,4343,159525,308698,93620,182113,30114,38162
8-Oct-20,9-Oct-20,1495744,1535940,40196,711265,104741,47258,135958,574020,74501,4274,157165,261815,70507,138601,28083,41327
9-Oct-20,10-Oct-20,1408843,1442761,33918,1011096,105155,48320,98178,222627,76943,4410,158585,318814,110853,220827,34731,35002
10-Oct-20,11-Oct-20,1222991,1254698,31708,744825,103306,44977,91855,314545,71767,4479,159844,320941,55401,119402,24072,38081
11-Oct-20,12-Oct-20,1140195,1179040,38846,732296,104148,44386,106234,213685,87980,4517,160262,298197,59517,119347,26442,38218
12-Oct-20,13-Oct-20,1395529,1428173,32644,1211969,107602,49942,42176,68116,73268,4822,160556,370394,238665,243469,29351,39426
13-Oct-20,14-Oct-20,1425288,1457310,32023,1186020,109204,45649,52090,97644,89535,4784,160945,368013,228870,254195,25642,38168
14-Oct-20,15-Oct-20,1505785,1536215,30431,847258,109417,44520,123300,490782,44445,4421,160564,317560,135612,170845,33538,38029
15-Oct-20,16-Oct-20,1499581,1534630,35050,1046966,109739,45228,101327,318087,33201,4576,160612,337193,186005,238483,30626,38301
16-Oct-20,17-Oct-20,1419887,1448826,28939,1213915,111320,46176,18270,142691,45012,4896,160759,350057,236325,278419,27264,39224
17-Oct-20,18-Oct-20,1201054,1219278,18223,1090605,111398,44769,14694,40522,55234,4698,160460,351604,155417,236655,21730,39646
18-Oct-20,19-Oct-20,1164285,1205610,41325,725701,111128,42624,85524,283042,70019,4503,159964,300539,75135,129965,28067,38216
19-Oct-20,20-Oct-20,1411205,1443328,32123,1152365,111108,42472,48456,130057,80327,4811,160792,382393,189241,261051,32933,39068
20-Oct-20,21-Oct-20,1473024,1504709,31685,898159,109715,39960,110049,391983,72834,4682,160510,353796,143008,162753,32821,38936
21-Oct-20,22-Oct-20,1485666,1523352,37686,837027,110254,38769,91492,500383,56764,4549,156920,321798,116397,144158,30836,39083
22-Oct-20,23-Oct-20,1487198,1522423,35225,739441,110126,38856,136709,525522,85527,4124,153887,304988,109870,155441,25731,38769
23-Oct-20,24-Oct-20,1432090,1469517,37427,1072655,111058,40784,102613,215131,41692,4278,176135,365578,196584,223055,30580,33435
24-Oct-20,25-Oct-20,1249047,1277925,28878,632794,111571,42592,120556,421175,74523,3985,190378,193726,42405,98095,20751,36213
25-Oct-20,26-Oct-20,1225577,1266647,41070,520337,115680,43320,141165,482956,81120,4143,183394,179977,30896,91160,31241,31240
26-Oct-20,27-Oct-20,1433819,1471449,37630,1039325,110785,41139,106342,263603,24549,4177,191202,344591,112625,185253,27706,39055
27-Oct-20,28-Oct-20,1497634,1532536,34903,805327,110860,46184,133358,497063,61886,4299,191775,325398,80984,156211,28238,37607
28-Oct-20,29-Oct-20,1510930,1548059,37129,774038,110007,45892,126722,550389,59782,4157,189214,311644,73499,139645,27302,37424
29-Oct-20,30-Oct-20,1516425,1550727,34302,791614,110231,45606,112986,560315,51510,4290,188670,310430,71174,158275,25985,34140
30-Oct-20,31-Oct-20,1458323,1492925,34601,797786,109211,48854,101637,537098,21803,4425,171581,311936,66513,141869,23950,41201
31-Oct-20,1-Nov-20,1188506,1213268,24762,792369,104581,47435,75458,248653,72027,4240,160997,298356,36394,121148,16609,40381
1-Nov-20,2-Nov-20,1177105,1213924,36819,544046,104252,45006,132069,472507,28484,3963,157596,108755,32440,90793,23416,39321
2-Nov-20,3-Nov-20,1477641,1523679,46039,566862,102184,43546,137653,725414,47712,3874,143841,187875,61709,116039,34922,39149
3-Nov-20,4-Nov-20,1479108,1513712,34604,939911,103039,47227,123457,361260,54480,4142,155817,297868,130851,200649,32682,38337
4-Nov-20,5-Nov-20,1499658,1537494,37836,1051046,104032,48596,110663,272126,65823,4449,159256,348660,181077,247574,30383,39379
5-Nov-20,6-Nov-20,1504678,1538079,33401,1075134,104499,47234,103772,235873,89900,4522,160854,367676,168906,253365,29748,37636
6-Nov-20,7-Nov-20,1448371,1477441,29070,1206424,108075,45002,22763,141792,77392,4716,162955,360519,192821,261705,28966,37568
7-Nov-20,8-Nov-20,1230363,1262401,32039,994019,113103,42302,17562,124832,93950,4799,163327,349279,96903,193212,26924,36908
8-Nov-20,9-Nov-20,1142375,1173886,31511,958159,112625,39453,28398,78005,77814,4957,163414,359899,102332,169857,28743,35984
9-Nov-20,10-Nov-20,1427032,1458852,31819,1275435,108666,41886,27315,69365,54917,5137,163630,367961,259334,291737,34565,38372
10-Nov-20,11-Nov-20,1475217,1506731,31514,1360570,112910,43595,20905,59858,33883,5108,163933,378478,284893,330726,35060,37740
11-Nov-20,12-Nov-20,1481888,1511555,29667,1393105,111335,41752,27983,38569,22232,5209,163403,385893,254553,329464,35538,38550
12-Nov-20,13-Nov-20,1496435,1526084,29649,1110584,108892,39884,98606,247628,39616,5336,162853,365699,183306,245396,27150,36209
13-Nov-20,14-Nov-20,1454049,1478727,24677,1084689,109674,38579,73972,237324,58064,5184,162859,377459,174172,259754,25812,36629
14-Nov-20,15-Nov-20,1235202,1248829,13627,834031,110028,37523,75474,255469,70229,4702,160958,313160,68799,173151,14638,35330
15-Nov-20,16-Nov-20,1200297,1238597,38300,404565,108614,33933,138873,590632,66228,4420,150425,103973,41364,111712,26782,33429
16-Nov-20,17-Nov-20,1487480,1516561,29081,757835,108476,37885,136510,551906,41230,4796,154565,251732,93069,170569,24325,35555
17-Nov-20,18-Nov-20,1530110,1560592,30481,896715,108797,37430,135162,460995,37239,4680,154998,334354,117851,210045,25937,36148
18-Nov-20,19-Nov-20,1502988,1530378,27390,892269,106300,35565,143403,396746,70571,4558,155610,336372,97711,190009,30657,36107
19-Nov-20,20-Nov-20,1558707,1589803,31097,749725,109474,34596,113758,670118,25106,4659,152457,262745,96259,151515,29966,33656
20-Nov-20,21-Nov-20,1496675,1528226,31551,1106703,110684,38842,88603,250015,51354,5110,161339,349587,151978,274728,28538,36363
21-Nov-20,22-Nov-20,1338539,1356250,17711,612688,109065,35121,111847,563543,50462,5292,150638,198225,77030,164535,19630,35432
22-Nov-20,23-Nov-20,1258026,1292197,34171,617022,109195,30111,128269,467519,45217,5096,150555,236932,91119,162876,28136,34935
23-Nov-20,24-Nov-20,1524601,1554034,29434,1019173,109763,35288,135482,325826,44121,5037,158155,359297,194682,298791,28225,27625
24-Nov-20,25-Nov-20,1566700,1593645,26945,1137734,109178,39448,126949,266061,35956,5182,152503,383531,232756,309356,31367,28097
25-Nov-20,26-Nov-20,1554912,1587540,32628,1222195,110265,38941,83263,208740,40715,5361,156250,366038,292016,337050,31944,36397
26-Nov-20,27-Nov-20,1551606,1587025,35419,1345862,110826,39800,41494,139176,25074,5261,163406,381340,299518,370231,34525,38864
27-Nov-20,28-Nov-20,1499604,1533908,34305,1407907,111608,37403,19209,38497,33991,5442,164403,397439,318424,364814,30517,37571
28-Nov-20,29-Nov-20,1320889,1340436,19547,1124027,111386,32808,55021,114965,26877,5434,164555,366427,193129,318203,22275,37737
29-Nov-20,30-Nov-20,1243517,1274475,30958,1096776,110400,31741,22861,83119,40761,5263,168834,318445,188228,299338,26065,37393
30-Nov-20,1-Dec-20,1553411,1588316,34905,1225224,110636,32715,91983,189582,46623,5134,179187,353874,288337,332631,27164,39663
1-Dec-20,2-Dec-20,1568630,1597759,29129,1370158,109793,34823,68547,120925,9000,5274,182638,358502,308260,342266,37591,32748
2-Dec-20,3-Dec-20,1568560,1605848,37289,1453136,110517,40153,36379,60585,18460,5172,190539,382115,323475,365528,36241,33044
3-Dec-20,4-Dec-20,1635767,1670922,35155,1150662,109513,36286,128249,343543,13312,5296,182023,348678,210511,329059,27701,35357
4-Dec-20,5-Dec-20,1588547,1621903,33356,991709,108869,32934,129602,446336,20901,5403,178677,330149,156870,287279,28627,37896
5-Dec-20,6-Dec-20,1330058,1360923,30866,1067082,110132,30568,57282,182096,23599,5490,194604,359740,180168,306189,19324,37656
6-Dec-20,7-Dec-20,1255415,1284339,28924,1008145,109639,33597,47513,183728,16028,5206,190886,355349,153498,295402,22472,37926
7-Dec-20,8-Dec-20,1567637,1593504,25866,1189543,109397,35491,99380,261712,17003,5170,185728,367355,236970,324838,28351,37933
8-Dec-20,9-Dec-20,1548761,1579858,31097,1367754,108614,35437,30024,118292,32690,5191,195708,389554,312065,336711,26056,38636
9-Dec-20,10-Dec-20,1575183,1610076,34893,1458057,109398,37737,40840,68076,8211,5247,195833,388164,335755,363900,33043,40508
10-Dec-20,11-Dec-20,1574221,1611604,37383,1488061,110685,40926,34537,43483,8140,5304,195701,381854,306937,364866,38772,40524
11-Dec-20,12-Dec-20,1578549,1610835,32287,1158625,111701,35125,126315,279476,14133,5531,189552,352317,204361,331594,32176,39751
12-Dec-20,13-Dec-20,1342316,1377762,35446,1106854,111423,34639,68365,154298,12799,5465,191138,350818,161585,277009,26024,39276
13-Dec-20,14-Dec-20,1224218,1251590,27372,1051118,111222,30210,49514,111413,12173,5322,195012,351553,107161,253074,20754,39452
14-Dec-20,15-Dec-20,1517664,1551048,33384,961467,110820,30540,135987,388851,31359,5226,186052,340976,133267,241195,24711,38776
15-Dec-20,16-Dec-20,1541482,1574298,32816,1205499,110785,33251,77307,244068,14609,5274,190870,359952,227720,285415,35232,37454
16-Dec-20,17-Dec-20,1506133,1544846,38714,1211437,111278,33850,82645,180993,31059,4969,193982,356136,222532,281151,31203,37942
17-Dec-20,18-Dec-20,1517514,1552514,35000,945865,111958,34410,137093,410132,24424,4953,183231,323439,139205,228858,29355,38668
18-Dec-20,19-Dec-20,1457835,1493605,35771,922446,111770,33472,141499,348824,45066,5127,187992,313371,98818,218111,23824,37602
19-Dec-20,20-Dec-20,1286968,1313270,26302,675934,110732,33111,134256,436581,40197,5402,186151,188845,82375,166146,28585,38597
20-Dec-20,21-Dec-20,1193652,1225770,32118,766687,111426,29819,131937,273404,21625,5198,191199,232775,65351,182043,23907,38084
21-Dec-20,22-Dec-20,1369577,1403421,33844,786766,110750,28021,125121,432661,25030,5086,191078,225726,66970,194918,32137,37728
22-Dec-20,23-Dec-20,1385227,1428670,43443,646298,110556,31620,100961,623587,14380,4413,177977,181977,65787,158204,28696,35871
23-Dec-20,24-Dec-20,1274552,1308570,34018,968434,110937,32253,41464,253375,11279,4931,193066,261193,95871,201229,27713,38583
24-Dec-20,25-Dec-20,1161208,1197057,35848,598139,110656,33620,129307,416512,17251,5061,188179,114620,44943,127803,32636,36621
25-Dec-20,26-Dec-20,1094991,1134980,39989,820354,110318,35477,71142,180362,23133,5027,194446,143173,42389,146636,30017,35733
26-Dec-20,27-Dec-20,1136504,1157402,20898,551676,108305,34042,110256,445701,28871,4939,188797,89027,45457,122126,16090,34589
27-Dec-20,28-Dec-20,1231601,1268810,37209,301173,107714,30533,80838,826620,22971,4087,161714,81724,39214,98864,28907,31984
28-Dec-20,29-Dec-20,1242393,1272459,30066,909019,110518,33026,29849,285881,17646,5119,193735,213336,78339,188223,22646,37967
29-Dec-20,30-Dec-20,1243182,1279172,35990,902780,110058,34547,23584,293259,23560,5595,183121,223851,78191,208481,26342,38348
30-Dec-20,31-Dec-20,1263061,1295564,32503,762089,110308,31819,84545,382022,34406,5496,188924,206642,91137,200375,31971,38626
31-Dec-20,1-Jan-21,1176434,1220804,44370,824562,111094,29295,66121,247896,37855,5359,191488,233444,99592,194721,28229,39028
1-Jan-21,2-Jan-21,1098942,1126999,28057,999026,110112,28269,13474,65250,21192,5275,195667,276329,78582,196830,15702,39606
2-Jan-21,3-Jan-21,1171762,1205451,33689,1068063,110520,27521,17010,71101,15589,5238,195201,302727,89078,212356,23109,38557
3-Jan-21,4-Jan-21,1212326,1248257,35931,774437,109998,28044,102594,328777,6518,5255,182544,242822,82678,153456,19298,39799
4-Jan-21,5-Jan-21,1476360,1507344,30984,1082319,109856,30567,121214,267579,5208,5169,181652,326061,166210,258370,33112,39157
5-Jan-21,6-Jan-21,1518140,1547717,29576,1146367,109330,31961,139903,225980,5836,5167,187233,350860,202273,276137,33680,39125
6-Jan-21,7-Jan-21,1453132,1485432,32299,1219953,109318,30974,87957,138301,6878,5068,194866,342089,230375,279711,19980,39491
7-Jan-21,8-Jan-21,1523388,1553002,29615,1372188,110929,33209,23912,119468,7820,5104,195908,357440,260275,304699,38033,40289
8-Jan-21,9-Jan-21,1503616,1539800,36184,1373334,110743,33332,22333,99094,8855,5143,195701,355264,259503,326689,37302,39980
9-Jan-21,10-Jan-21,1330972,1350662,19690,1250874,110665,30620,7733,57285,15080,5055,194086,348125,235811,281147,26977,39988
10-Jan-21,11-Jan-21,1292727,1323274,30547,1025265,110484,28477,80347,158789,28326,4971,190999,329901,164835,234618,16826,38345
11-Jan-21,12-Jan-21,1630217,1669406,39189,958514,108637,28353,118596,531638,21469,4851,184434,315506,159987,216396,29304,38881
12-Jan-21,13-Jan-21,1644548,1682957,38409,915523,107966,28306,121897,595808,11321,4851,183692,277909,166151,213053,33105,38888
13-Jan-21,14-Jan-21,1649562,1695566,46003,798961,108131,29626,142071,685728,22803,4966,181347,279968,144615,184924,17363,37332
14-Jan-21,15-Jan-21,1614051,1641706,27656,1262016,108993,33484,64318,275798,11919,4773,194005,347285,215265,276964,33316,37810
15-Jan-21,16-Jan-21,1578582,1607194,28612,1391607,109829,36377,22064,143372,21539,4887,196470,382544,244310,316355,37865,38292
16-Jan-21,17-Jan-21,1391777,1420211,28434,1205454,110589,32184,64267,107737,14319,4879,195655,375467,166395,288589,13068,38130
17-Jan-21,18-Jan-21,1309507,1335021,25514,1159075,109693,28246,55630,80457,14346,4921,195686,352897,165208,257945,18024,37301
18-Jan-21,19-Jan-21,1587917,1619278,31361,1060719,109805,30063,114410,401531,11257,4753,193547,371085,168583,261837,24845,38692
19-Jan-21,20-Jan-21,1632185,1662604,30419,828417,108835,32502,114677,678009,11083,4917,191416,319618,153746,173246,27132,41901
20-Jan-21,21-Jan-21,1624024,1658674,34650,705827,108589,32660,140039,743188,34970,4976,179632,231283,113903,152105,22271,38699
21-Jan-21,22-Jan-21,1622030,1663465,41435,643071,108269,28804,108600,828753,41607,4557,180779,191439,100326,139626,24712,36160
22-Jan-21,23-Jan-21,1571816,1608215,36399,881009,109142,30888,124228,528598,37981,4634,181665,286752,112475,217309,27407,37547
23-Jan-21,24-Jan-21,1341773,1375434,33661,1075274,109616,32898,60409,183475,22616,5018,193863,380840,119146,200867,19773,37645
24-Jan-21,25-Jan-21,1260121,1292832,32711,1054789,108894,31575,5968,175800,23564,5017,191495,368477,133727,201495,15776,38172
25-Jan-21,26-Jan-21,1549407,1575284,25878,1380580,109141,32617,28214,115158,25455,4942,195081,380235,242970,297431,31915,38751
26-Jan-21,27-Jan-21,1612578,1643587,31010,1246571,109387,34313,34350,309712,21945,4917,195807,377644,235236,267397,31757,37318
27-Jan-21,28-Jan-21,1615668,1651307,35639,1258204,107986,36218,70127,264854,22483,4990,195732,383430,222326,272100,28995,37223
28-Jan-21,29-Jan-21,1600425,1628296,27871,1301823,108391,35658,52039,231922,14641,5054,195511,375372,206825,266647,27821,36476
29-Jan-21,30-Jan-21,1561751,1592872,31121,969020,109121,39305,148181,415714,28836,5087,193793,362362,98843,193212,21431,37363
30-Jan-21,31-Jan-21,1352919,1382143,29224,1105030,108390,39787,24918,200002,22969,5150,195818,336166,87696,199341,32460,37411
31-Jan-21,1-Feb-21,1299223,1341105,41882,1063759,109300,35491,32065,161377,42023,5023,196095,332548,84611,171446,14760,36670
1-Feb-21,2-Feb-21,1561986,1587261,25275,1284295,109661,35620,49380,201358,26954,5008,195712,338113,208044,265702,36897,36119
2-Feb-21,3-Feb-21,1576207,1607026,30819,1314593,108194,36315,34889,204220,22505,4629,195015,337353,201963,278598,27159,35105
3-Feb-21,4-Feb-21,1597697,1634281,36584,1004939,108125,39039,147738,429464,15556,4622,193657,316226,111559,208759,29196,35925
4-Feb-21,5-Feb-21,1549135,1577573,28438,1110009,106091,37563,134667,243521,60939,4752,178683,324272,154717,247413,30975,36133
5-Feb-21,6-Feb-21,1533359,1556272,22913,1095727,108922,35969,155331,250802,31500,4878,181333,332199,118803,244120,28427,37207
6-Feb-21,7-Feb-21,1383830,1408721,24892,655922,107749,36062,132743,573701,21464,4992,187326,162272,67771,157908,16315,36430
7-Feb-21,8-Feb-21,1353726,1393332,39607,561271,106311,37736,88329,689040,15086,4518,175414,135463,75805,149343,18101,36147
8-Feb-21,9-Feb-21,1598670,1623482,24813,1059836,106832,44032,126318,392609,19907,4651,188628,316374,151537,255282,31536,38094
9-Feb-21,10-Feb-21,1638840,1666595,27755,1373210,106506,45117,132617,122315,10698,4555,194470,359243,233606,313187,35280,38997
10-Feb-21,11-Feb-21,1651979,1687118,35139,1414627,106341,44693,87846,135766,13740,4737,196086,369778,231658,326429,34712,38751
11-Feb-21,12-Feb-21,1643696,1678512,34816,1475708,102344,42646,44437,95894,27658,4597,196072,358196,236306,332925,28436,37714
12-Feb-21,13-Feb-21,1620713,1647645,26932,1275077,107947,41088,69424,229485,46727,4735,196144,325516,216522,332375,23034,38430
13-Feb-21,14-Feb-21,1429510,1453463,23952,1151093,108359,38766,22130,195059,61228,4698,196363,319250,169651,292143,21865,39443
14-Feb-21,15-Feb-21,1366699,1399795,33096,914161,107863,36448,112618,267390,72529,4696,195685,286693,101909,223031,9824,39864
15-Feb-21,16-Feb-21,1640146,1662191,22046,1028675,107793,36371,100746,476714,34011,4684,189804,322566,141012,267067,30057,39692
16-Feb-21,17-Feb-21,1582807,1608788,25982,1151430,108087,40724,93296,298452,39629,4844,192232,347121,126344,268003,27039,34175
17-Feb-21,18-Feb-21,1584371,1616734,32363,914444,107504,42325,125924,484102,59902,4825,193214,274992,90748,219206,17492,34046
18-Feb-21,19-Feb-21,1559939,1587717,27778,894512,106966,41717,142444,428303,94680,5002,190210,253570,84187,209538,21911,35606
19-Feb-21,20-Feb-21,1518975,1548064,29089,910668,101887,35861,137343,363848,107116,5093,183131,251418,88541,214315,32545,35437
20-Feb-21,21-Feb-21,1296132,1322065,25932,660925,100685,34601,139227,358131,137850,4950,189495,135419,44303,129671,11050,33782
21-Feb-21,22-Feb-21,1186315,1235052,48737,660316,99953,35517,81108,291985,152906,4064,190372,149756,46817,128631,17758,33228
22-Feb-21,23-Feb-21,1457913,1482111,24198,992701,100225,33816,94207,245525,125481,4571,193840,244481,91101,229741,21623,35096
23-Feb-21,24-Feb-21,1491640,1518851,27211,949640,99365,35282,101982,313505,126513,4480,192741,228753,70789,194581,23827,35099
24-Feb-21,25-Feb-21,1499332,1536575,37243,834731,103410,36195,149449,371100,144053,3879,186752,221717,48386,139201,28398,34277
25-Feb-21,26-Feb-21,1482711,1511290,28579,949215,108805,36652,114372,264224,154901,3979,189770,245925,66965,176794,28449,34511
26-Feb-21,27-Feb-21,1483302,1502903,19602,1069870,109067,35489,79467,241248,92718,4260,193082,259687,62072,210520,21153,35712
27-Feb-21,28-Feb-21,1273043,1301908,28865,980489,108969,36297,30268,162086,100200,4879,194573,242357,49265,187816,15010,37544
28-Feb-21,1-Mar-21,1196206,1234974,38769,910198,108116,35847,14876,121472,149660,4755,193732,228113,59943,156254,12511,37250
1-Mar-21,2-Mar-21,1472761,1500684,27924,1237750,108237,33951,9047,84005,141960,4929,194837,329003,110599,252934,32286,37785
2-Mar-21,3-Mar-21,1487391,1520686,33294,1219776,107472,35662,23543,70665,173408,4598,194535,343412,132268,285734,29885,37157
3-Mar-21,4-Mar-21,1503515,1525513,21998,1237835,108697,36964,13352,132096,120232,4394,194430,348765,164728,279426,29022,36815
4-Mar-21,5-Mar-21,1513336,1542836,29500,1200203,109950,37935,68992,172453,71689,4738,194355,351772,134108,269714,29982,37857
5-Mar-21,6-Mar-21,1503048,1527187,24140,1204004,110513,37257,34356,151498,113190,5004,195211,345686,109547,275990,20432,37964
6-Mar-21,7-Mar-21,1313789,1342400,28611,873500,110707,36165,71954,200344,167992,5209,191538,299533,77603,192133,20513,39002
7-Mar-21,8-Mar-21,1255622,1296707,41085,755545,109299,32926,90472,274028,135578,5257,191753,282201,70115,185209,9625,37817
8-Mar-21,9-Mar-21,1488152,1501681,13530,1252142,109462,34217,20866,60420,154724,4844,195679,382461,164422,280590,31485,36525
9-Mar-21,10-Mar-21,1542903,1565485,22583,1337590,108261,36406,20939,73107,111267,5026,195690,368211,219850,303279,27258,38446
10-Mar-21,11-Mar-21,1541248,1561774,20526,1097720,108542,36855,102060,239138,102330,4948,192890,312624,140465,242351,22091,38369
11-Mar-21,12-Mar-21,1609601,1653290,43689,536949,104898,34230,124590,885524,62538,4713,182048,96445,72138,124049,27056,37831
12-Mar-21,13-Mar-21,1562262,1605083,42822,466446,107199,35226,136021,839607,120188,4530,182163,90806,55179,112320,30792,35862
13-Mar-21,14-Mar-21,1385569,1430793,45224,316274,106818,33440,141131,857699,70466,4118,161572,85015,46522,90731,16181,34647
14-Mar-21,15-Mar-21,1285021,1322758,37737,460821,107422,34370,126946,608699,88555,4415,183939,100090,32294,98563,20917,34937
15-Mar-21,16-Mar-21,1526163,1557554,31391,800070,108024,35293,123895,520779,81419,5117,189292,203675,83247,150972,25783,37243
16-Mar-21,17-Mar-21,1546284,1573198,26914,1048689,108375,38142,66082,340495,91019,5009,193687,270721,130220,227254,29164,38535
17-Mar-21,18-Mar-21,1525197,1556147,30949,1277888,108983,38616,52542,105390,89377,5209,195514,290398,167254,268452,24842,37272
18-Mar-21,19-Mar-21,1522515,1542529,20015,1336807,109095,38748,20756,51962,112990,5215,195878,285232,208443,299640,25238,37722
19-Mar-21,20-Mar-21,1529063,1558518,29455,1154680,109956,39963,35281,228495,110608,5229,192771,273568,134509,241529,31050,38957
20-Mar-21,21-Mar-21,1326111,1348650,22539,897974,109436,35566,75095,208327,144715,5084,160849,243740,91465,210845,18506,38725
21-Mar-21,22-Mar-21,1268197,1319089,50893,540141,105796,32337,112348,540321,75387,4985,152695,174397,69593,162131,6756,37080
22-Mar-21,23-Mar-21,1503150,1518028,14877,1151852,101763,31220,58368,189260,103671,4766,162024,291537,152452,280980,29962,38177
23-Mar-21,24-Mar-21,1519113,1542183,23070,1276385,101560,33806,53053,111237,78439,4842,162312,325668,191372,314261,21669,38610
24-Mar-21,25-Mar-21,1496664,1538302,41639,1080639,101046,32681,91335,122752,201937,4718,159772,306437,138581,268973,23989,41850
25-Mar-21,26-Mar-21,1469072,1488641,19569,1153654,101439,32861,48736,82695,183987,4504,162089,322354,170873,270166,26561,41274
26-Mar-21,27-Mar-21,1438960,1470581,31621,859028,106594,35128,133269,253417,193247,4111,158666,245787,97082,161129,27736,41313
27-Mar-21,28-Mar-21,1316569,1360972,44404,457428,108027,35199,115522,613210,130410,4180,146941,124983,34760,110404,25045,35436
